sample_id,C,m,sigma_scale,life_cycles,a_crit_m,failed_within_grid
303,9.284615785802023e-11,2.8465300526276867,0.9702636328113001,253415117.74167845,33.2786962778126,True
304,9.541128628004307e-11,2.9269358059699906,1.0005123342008448,185189606.39458814,32.244732718987066,True
305,8.58921742972421e-11,2.8406778154494092,1.000013505204409,253580068.09528804,32.26127647349783,True
306,9.278922074538359e-11,3.083538118352911,1.0129805673951606,125650450.38731189,31.836514809978425,True
307,1.0848042810911e-10,2.8913375812715865,1.1045834544697744,130807001.15803118,29.075427472037862,True
308,1.01593490323082e-10,3.0191029055184138,1.0168124123176185,132423857.95980439,31.71306891008742,True
309,1.1263019141193547e-10,2.916142041272997,0.8810973018624599,237901941.63447666,36.81296650176766,True
310,1.0730315413418586e-10,2.972640730989326,1.016314947171578,140475733.6558387,31.729042561572893,True
311,1.0021523211772394e-10,2.917924155393356,1.00189399972448,179410541.81449515,32.198995537631816,True
312,1.1274177145121081e-10,3.0268784631903562,1.0021725012175728,122633931.7565404,32.18979159360561,True
313,1.0021433432388768e-10,2.89559393501324,1.0122973654698086,183425137.60873172,31.858622866153546,True
314,1.0394868649725177e-10,2.9396120708088787,0.99856608561626,165876088.47935835,32.3093739694834,True
315,9.31529188460668e-11,2.9266332933650046,0.9973693953472306,191672126.60484922,32.34924519718353,True
316,9.663883983224837e-11,2.8611714541872684,1.0306522104885394,195766219.30209926,31.274853670028143,True
317,8.930473129631735e-11,2.930498231892468,0.9728959601402749,213921073.10378417,33.18616374761635,True
318,1.0550000577211059e-10,3.1134386246197683,0.9526156832180412,125629818.57918708,33.912270461157306,True
319,8.468828521809729e-11,2.862960305790456,1.1511890726311196,158112326.77643907,27.797703688203846,True
320,1.0351056328720955e-10,2.931946489285325,0.9642071278109383,189113454.0908019,33.49351527627056,True
321,9.416974984795047e-11,3.0157778950869445,1.0050071456230039,149440263.89640936,32.09640217897769,True
322,1.0724397209728628e-10,3.004025328094428,0.9252169874562316,175349684.6146225,34.94379428615508,True
323,1.032083422918201e-10,2.891171641771937,1.0058234207525711,183585522.0849233,32.06960701806527,True
324,1.134782031134093e-10,2.651661129704264,0.9533387224655332,347470390.00151867,33.88585199434079,True
325,1.0301543703493099e-10,2.941670281864847,0.9778763528574994,177741539.2562482,33.01245409818956,True
326,8.09084135457289e-11,2.668052574137695,1.0522532332885561,353099937.82619125,30.613928021407446,True
327,9.535724954017727e-11,3.036993723094123,1.0236004784189037,132291919.54028973,31.49665486531293,True
